caller_namespace	target_kind	target	references	call_owner_references	field_owner_references	type_references	distinct_owners	owners
datomic.memory	jdk	java.lang	610	38	6	566	12	java/lang/AssertionError,java/lang/Boolean,java/lang/Character,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/Runtime,java/lang/String,java/lang/Throwable
datomic.memory	jdk	java.util	26	8	0	18	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.memory	primary-namespace	datomic.memory	16	8	0	8	8	datomic/memory$aws_transactor_settings,datomic/memory$fn__20758,datomic/memory$loading__6434__auto____20756,datomic/memory$object_cache_max,datomic/memory$ram__GT_bytes,datomic/memory$segment_cache_max,datomic/memory$transactor_cache_bytes,datomic/memory$transactor_settings
datomic.memory-size	companion-jar	clojure-1.11.4.jar	1475	610	5	860	23	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/BigInt,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/MethodImplCache,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.memory-size	jdk	java.lang	1541	42	19	1480	17	[Ljava/lang/Object;,java/lang/Boolean,java/lang/Byte,java/lang/Character,java/lang/Class,java/lang/ClassLoader,java/lang/Double,java/lang/Error,java/lang/Float,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/Short,java/lang/String,java/lang/Throwable,java/lang/reflect/Array
datomic.memory-size	jdk	java.math	4	1	0	3	2	java/math/BigDecimal,java/math/BigInteger
datomic.memory-size	jdk	java.net	4	2	0	2	1	java/net/URI
datomic.memory-size	jdk	java.util	29	9	0	20	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.memory-size	primary-namespace	datomic.memory-size	103	48	0	55	41	datomic/memory_size$array_type,datomic/memory_size$fn__380,datomic/memory_size$fn__384,datomic/memory_size$fn__387,datomic/memory_size$fn__387$G__382__392,datomic/memory_size$fn__387$G__383__389,datomic/memory_size$fn__406,datomic/memory_size$fn__408,datomic/memory_size$fn__410,datomic/memory_size$fn__412,datomic/memory_size$fn__414,datomic/memory_size$fn__416,datomic/memory_size$fn__418,datomic/memory_size$fn__420,datomic/memory_size$fn__422,datomic/memory_size$fn__424,datomic/memory_size$fn__428,datomic/memory_size$fn__430,datomic/memory_size$fn__432,datomic/memory_size$fn__434,datomic/memory_size$fn__436,datomic/memory_size$fn__436$fn__438,datomic/memory_size$fn__444,datomic/memory_size$fn__446,datomic/memory_size$fn__446$fn__447,datomic/memory_size$fn__450,datomic/memory_size$fn__452,datomic/memory_size$fn__454,datomic/memory_size$fn__456,datomic/memory_size$fn__458,datomic/memory_size$fn__460,datomic/memory_size$fn__462,datomic/memory_size$fn__464,datomic/memory_size$fn__466,datomic/memory_size$fn__468,datomic/memory_size$fn__470,datomic/memory_size$fn__472,datomic/memory_size$handle_primitive_arrays,datomic/memory_size$handle_primitive_arrays$fn__400,datomic/memory_size$loading__6434__auto____378,datomic/memory_size/MemorySize
datomic.monitor	companion-jar	clojure-1.11.4.jar	1542	513	13	1016	25	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/AReference,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IFn$LD,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/MethodImplCache,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.monitor	jdk	java.lang	1207	46	18	1143	13	java/lang/AssertionError,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Double,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/Runtime,java/lang/String,java/lang/System,java/lang/Throwable
datomic.monitor	jdk	java.util	113	39	0	74	8	java/util/Arrays,java/util/List,java/util/concurrent/Callable,java/util/concurrent/ConcurrentHashMap,java/util/concurrent/atomic/LongAccumulator,java/util/concurrent/atomic/LongAdder,java/util/function/Function,java/util/function/LongBinaryOperator
datomic.monitor	primary-namespace	datomic.monitor	69	30	4	35	29	datomic/monitor$add_stat,datomic/monitor$alarm,datomic/monitor$fn__496,datomic/monitor$fn__500,datomic/monitor$fn__503,datomic/monitor$fn__503$G__498__508,datomic/monitor$fn__503$G__499__505,datomic/monitor$fn__514,datomic/monitor$fn__516,datomic/monitor$fn__522,datomic/monitor$fn__522$__GT_Statistics__536,datomic/monitor$init_stats,datomic/monitor$load_callback,datomic/monitor$loading__6434__auto____475,datomic/monitor$ns__GT_ms,datomic/monitor$reify__518,datomic/monitor$reify__520,datomic/monitor$snapshot_statistics,datomic/monitor$snapshot_statistics$fn__541,datomic/monitor$snapshot_statistics$fn__547,datomic/monitor$snapshot_statistics$fn__553,datomic/monitor$snapshot_statistics$fn__559,datomic/monitor/Metrics,datomic/monitor/Statistics,datomic/monitor/Statistics$reify__523,datomic/monitor/Statistics$reify__525,datomic/monitor/Statistics$reify__527,datomic/monitor/Statistics$reify__529,datomic/monitor/StatsUpdate
datomic.peer	companion-jar	clojure-1.11.4.jar	10525	3684	33	6808	46	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/APersistentMap,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Counted,clojure/lang/Delay,clojure/lang/ExceptionInfo,clojure/lang/IFn,clojure/lang/IFn$LL,clojure/lang/IFn$LLL,clojure/lang/IHashEq,clojure/lang/IKeywordLookup,clojure/lang/ILookup,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IMapEntry,clojure/lang/IObj,clojure/lang/IPersistentCollection,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentSet,clojure/lang/IPersistentVector,clojure/lang/IRecord,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MapEntry,clojure/lang/MapEquivalence,clojure/lang/MethodImplCache,clojure/lang/MultiFn,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RecordIterator,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.peer	companion-jar	slf4j-api-1.7.32.jar	150	75	0	75	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.peer	jdk	java.io	1	0	0	1	1	java/io/Serializable
datomic.peer	jdk	java.lang	9531	131	177	9223	20	java/lang/AssertionError,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/IllegalArgumentException,java/lang/IllegalStateException,java/lang/Integer,java/lang/Iterable,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/Runnable,java/lang/RuntimeException,java/lang/String,java/lang/System,java/lang/Thread,java/lang/Throwable,java/lang/UnsupportedOperationException,java/lang/ref/Reference,java/lang/ref/WeakReference
datomic.peer	jdk	java.util	352	100	0	252	15	java/util/Arrays,java/util/Collection,java/util/Comparator,java/util/Date,java/util/Iterator,java/util/List,java/util/Map,java/util/NoSuchElementException,java/util/PriorityQueue,java/util/Queue,java/util/Set,java/util/concurrent/ArrayBlockingQueue,java/util/concurrent/BlockingQueue,java/util/concurrent/Callable,java/util/concurrent/LinkedBlockingQueue
datomic.peer	primary-namespace	datomic	85	14	0	71	4	datomic/Connection,datomic/Database,datomic/ListenableFuture,datomic/Log
datomic.peer	primary-namespace	datomic.common	14	4	0	10	1	datomic/common/AsyncShutdown
datomic.peer	primary-namespace	datomic.connector	16	5	0	11	3	datomic/connector/NotificationHandler,datomic/connector/Startable,datomic/connector/TransactorConnector
datomic.peer	primary-namespace	datomic.db	2	1	0	1	1	datomic/db/IDbImpl
datomic.peer	primary-namespace	datomic.impl.db	4	2	0	2	1	datomic/impl/db/IDatum
datomic.peer	primary-namespace	datomic.monitor	4	1	0	3	1	datomic/monitor/Metrics
datomic.peer	primary-namespace	datomic.peer	345	156	5	184	126	datomic/peer$accept_new_data,datomic/peer$accept_new_data$fn__21482,datomic/peer$administer_system,datomic/peer$await_tx_result,datomic/peer$await_tx_result$fn__21390,datomic/peer$connect_local_database,datomic/peer$connect_uri,datomic/peer$create_connection,datomic/peer$create_connection$fn__21590,datomic/peer$create_connection$fn__21590$fn__21591,datomic/peer$create_connection$fn__21595,datomic/peer$create_connection$reconnect_fn__21588,datomic/peer$create_database,datomic/peer$create_local_database,datomic/peer$create_local_database$fn__21615,datomic/peer$create_t_watcher,datomic/peer$create_t_watcher$reify__21478,datomic/peer$db,datomic/peer$delete_database,datomic/peer$delete_local_database,datomic/peer$delete_local_database$fn__21618,datomic/peer$ensure_schema_level,datomic/peer$fail_pending_txes,datomic/peer$fn__21307,datomic/peer$fn__21310,datomic/peer$fn__21310$__GT_ConnectionState__21336,datomic/peer$fn__21310$map__GT_ConnectionState__21338,datomic/peer$fn__21348,datomic/peer$fn__21351,datomic/peer$fn__21351$G__21342__21356,datomic/peer$fn__21351$G__21343__21353,datomic/peer$fn__21362,datomic/peer$fn__21362$G__21344__21367,datomic/peer$fn__21362$G__21345__21364,datomic/peer$fn__21373,datomic/peer$fn__21373$G__21346__21384,datomic/peer$fn__21373$G__21347__21378,datomic/peer$fn__21401,datomic/peer$fn__21404,datomic/peer$fn__21404$G__21399__21411,datomic/peer$fn__21404$G__21400__21407,datomic/peer$fn__21417,datomic/peer$fn__21417$G__21397__21424,datomic/peer$fn__21417$G__21398__21420,datomic/peer$fn__21430,datomic/peer$fn__21430$G__21395__21439,datomic/peer$fn__21430$G__21396__21434,datomic/peer$fn__21445,datomic/peer$fn__21445$G__21393__21452,datomic/peer$fn__21445$G__21394__21448,datomic/peer$fn__21458,datomic/peer$fn__21458$__GT_TWatcherImpl__21475,datomic/peer$fn__21498,datomic/peer$fn__21501,datomic/peer$fn__21501$__GT_Connection__21574,datomic/peer$fn__21599,datomic/peer$fn__21599$__GT_LocalConnection__21609,datomic/peer$fn__21677,datomic/peer$fn__21679,datomic/peer$get_catalog,datomic/peer$get_connection,datomic/peer$get_connection$fn__21645,datomic/peer$get_connection$fn__21645$fn__21647,datomic/peer$get_cstate,datomic/peer$get_database_names,datomic/peer$integrate_lucene,datomic/peer$integrate_lucene$fn__21581,datomic/peer$integrate_lucene$fn__21584,datomic/peer$loading__6434__auto____20733,datomic/peer$local_connection,datomic/peer$peer_queue_exceeded,datomic/peer$rename_database,datomic/peer$rename_local_database,datomic/peer$rename_local_database$fn__21622,datomic/peer$resolve_tempid,datomic/peer$revert_to_log_version_1,datomic/peer$send_admin_request,datomic/peer$send_admin_request$fn__21699,datomic/peer$seq_iterable,datomic/peer$seq_iterable$reify__21673,datomic/peer$seq_iterator,datomic/peer$seq_iterator$reify__21670,datomic/peer$shutdown,datomic/peer$shutdown$fn__21626,datomic/peer$stop_connection,datomic/peer$submit_data_script,datomic/peer$t__GT_tx,datomic/peer$transact,datomic/peer$transact_all,datomic/peer$transactor_endpoint,datomic/peer$transactor_unavailable,datomic/peer$tx_group_endpoint,datomic/peer$undelete_database,datomic/peer/Connection,datomic/peer/Connection$fn__21505,datomic/peer/Connection$fn__21505$fn__21506,datomic/peer/Connection$fn__21505$fn__21509,datomic/peer/Connection$fn__21505$fn__21511,datomic/peer/Connection$fn__21505$fn__21515,datomic/peer/Connection$fn__21505$fn__21515$fn__21516,datomic/peer/Connection$fn__21505$fn__21519,datomic/peer/Connection$fn__21505$fn__21519$fn__21520,datomic/peer/Connection$fn__21505$fn__21519$fn__21520$fn__21521,datomic/peer/Connection$fn__21505$fn__21519$fn__21524,datomic/peer/Connection$fn__21505$fn__21519$fn__21524$fn__21525,datomic/peer/Connection$fn__21505$fn__21519$fn__21528,datomic/peer/Connection$fn__21505$fn__21519$fn__21530,datomic/peer/Connection$fn__21505$fn__21519$fn__21532,datomic/peer/Connection$fn__21505$load_db__21513,datomic/peer/Connection$fn__21537,datomic/peer/Connection$fn__21545,datomic/peer/Connection$fn__21552,datomic/peer/Connection$fn__21555,datomic/peer/ConnectionState,datomic/peer/ConnectionState$fn__21323,datomic/peer/ConnectionState$reify__21314,datomic/peer/ConnectionState$reify__21316,datomic/peer/ConnectionState$reify__21318,datomic/peer/ConnectionState$reify__21320,datomic/peer/LocalConnection,datomic/peer/LocalConnection$fn__21602,datomic/peer/LocalConnection$fn__21604,datomic/peer/LocalConnection$reify__21600,datomic/peer/RemoteConnection,datomic/peer/TWatcher,datomic/peer/TWatcherImpl
datomic.peer	primary-namespace	datomic.queue	18	6	0	12	3	datomic/queue/BlockingConsumer,datomic/queue/BlockingProducer,datomic/queue/Clear
datomic.peer	primary-namespace	datomic.reconnector2	7	2	0	5	1	datomic/reconnector2/Reconnectable
datomic.process	companion-jar	clojure-1.11.4.jar	1984	702	13	1269	40	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/APersistentMap,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Counted,clojure/lang/Delay,clojure/lang/IFn,clojure/lang/IHashEq,clojure/lang/IKeywordLookup,clojure/lang/ILookup,clojure/lang/ILookupThunk,clojure/lang/IMapEntry,clojure/lang/IObj,clojure/lang/IPersistentCollection,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentSet,clojure/lang/IPersistentVector,clojure/lang/IRecord,clojure/lang/ISeq,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/MapEntry,clojure/lang/MapEquivalence,clojure/lang/MethodImplCache,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RecordIterator,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.process	companion-jar	slf4j-api-1.7.32.jar	24	12	0	12	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.process	jdk	java.io	5	2	0	3	2	java/io/PrintWriter,java/io/Serializable
datomic.process	jdk	java.lang	1888	30	31	1827	13	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/RuntimeException,java/lang/String,java/lang/System,java/lang/Thread,java/lang/Throwable,java/lang/UnsupportedOperationException
datomic.process	jdk	java.util	91	25	0	66	7	java/util/Arrays,java/util/Collection,java/util/Iterator,java/util/List,java/util/Map,java/util/Set,java/util/concurrent/Callable
datomic.process	primary-namespace	datomic.process	85	38	3	44	31	datomic/process$claim_pid_file,datomic/process$create_instance,datomic/process$create_instance$fn__14972,datomic/process$create_instance$fn__14972$fn__14977,datomic/process$create_instance$fn__14972$fn__14979,datomic/process$fail_on_exception,datomic/process$fail_on_exception$fn__14991,datomic/process$fn__14885,datomic/process$fn__14893,datomic/process$fn__14896,datomic/process$fn__14896$G__14891__14909,datomic/process$fn__14896$G__14892__14902,datomic/process$fn__14917,datomic/process$fn__14917$G__14889__14922,datomic/process$fn__14917$G__14890__14919,datomic/process$fn__14928,datomic/process$fn__14928$G__14887__14935,datomic/process$fn__14928$G__14888__14931,datomic/process$fn__14942,datomic/process$fn__14942$__GT_SharedCriticalFailure__14967,datomic/process$fn__14942$map__GT_SharedCriticalFailure__14969,datomic/process$fn__14985,datomic/process$loading__6434__auto____14883,datomic/process$throw_if_failing_BANG_,datomic/process/CriticalFailure,datomic/process/SharedCriticalFailure,datomic/process/SharedCriticalFailure$fn__14953,datomic/process/SharedCriticalFailure$fn__14955,datomic/process/SharedCriticalFailure$reify__14946,datomic/process/SharedCriticalFailure$reify__14948,datomic/process/SharedCriticalFailure$reify__14950
datomic.process-monitor	companion-jar	clojure-1.11.4.jar	1240	405	2	833	22	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Delay,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.process-monitor	companion-jar	slf4j-api-1.7.32.jar	42	21	0	21	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.process-monitor	jdk	java.lang	932	19	7	906	12	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Double,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/Runtime,java/lang/String,java/lang/System,java/lang/Throwable
datomic.process-monitor	jdk	java.util	17	5	0	12	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.process-monitor	primary-namespace	datomic.monitor	3	1	0	2	1	datomic/monitor/Metrics
datomic.process-monitor	primary-namespace	datomic.process	3	1	0	2	1	datomic/process/CriticalFailure
datomic.process-monitor	primary-namespace	datomic.process-monitor	38	19	0	19	18	datomic/process_monitor$convert_nanos_to_millis,datomic/process_monitor$convert_nanos_to_millis$fn__23490,datomic/process_monitor$convert_nanos_to_millis$fn__23490$fn__23491,datomic/process_monitor$convert_nanos_to_millis$round__23488,datomic/process_monitor$fn__23484,datomic/process_monitor$fn__23486,datomic/process_monitor$fn__23521,datomic/process_monitor$fn__23521$fn__23522,datomic/process_monitor$fn__23521$fn__23524,datomic/process_monitor$loading__6434__auto____23482,datomic/process_monitor$metrics_callback,datomic/process_monitor$metrics_callback$fn__23501,datomic/process_monitor$report_metrics,datomic/process_monitor$report_metrics$fn__23512,datomic/process_monitor$report_metrics$fn__23512$fn__23513,datomic/process_monitor$snapshot_metrics,datomic/process_monitor$snapshot_metrics$fn__23495,datomic/process_monitor$start_metrics
datomic.process.events	companion-jar	clojure-1.11.4.jar	403	138	2	263	20	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/PersistentArrayMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Var
datomic.process.events	jdk	java.lang	283	8	2	273	6	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String
datomic.process.events	jdk	java.util	11	3	0	8	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.process.events	primary-namespace	datomic.process.events	12	6	0	6	6	datomic/process/events$fn__10837,datomic/process/events$fn__10839,datomic/process/events$loading__6434__auto____10835,datomic/process/events$publish,datomic/process/events$subscribe,datomic/process/events$unsubscribe
datomic.promise	companion-jar	clojure-1.11.4.jar	602	222	8	372	24	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IBlockingDeref,clojure/lang/IDeref,clojure/lang/IFn,clojure/lang/IObj,clojure/lang/IPending,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.promise	jdk	java.lang	578	18	13	547	12	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/InterruptedException,java/lang/Long,java/lang/Object,java/lang/Runnable,java/lang/String,java/lang/Thread,java/lang/Thread$UncaughtExceptionHandler,java/lang/Throwable
datomic.promise	jdk	java.util	53	15	2	36	10	java/util/Arrays,java/util/List,java/util/concurrent/Callable,java/util/concurrent/CancellationException,java/util/concurrent/CountDownLatch,java/util/concurrent/ExecutionException,java/util/concurrent/Executor,java/util/concurrent/Future,java/util/concurrent/TimeUnit,java/util/concurrent/TimeoutException
datomic.promise	primary-namespace	datomic	1	0	0	1	1	datomic/ListenableFuture
datomic.promise	primary-namespace	datomic.promise	20	10	0	10	10	datomic/promise$call_user_code,datomic/promise$delivered,datomic/promise$fn__10379,datomic/promise$loading__6434__auto____10377,datomic/promise$settable_future,datomic/promise$settable_future$reify__10384,datomic/promise$settable_future$reify__10384$fn__10385,datomic/promise$settable_future$reify__10384$fn__10387,datomic/promise$settable_future$reify__10384$fn__10399,datomic/promise$throw_executionexception_if_throwable
datomic.pull	companion-jar	clojure-1.11.4.jar	4425	1544	20	2861	29	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Delay,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.pull	jdk	array	3	0	0	3	1	[J
datomic.pull	jdk	java.lang	4218	53	123	4042	13	java/lang/Boolean,java/lang/Character,java/lang/Class,java/lang/ClassLoader,java/lang/IllegalArgumentException,java/lang/IllegalStateException,java/lang/Integer,java/lang/Iterable,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.pull	jdk	java.util	97	30	0	67	6	java/util/Arrays,java/util/Iterator,java/util/List,java/util/Map,java/util/NoSuchElementException,java/util/concurrent/Callable
datomic.pull	primary-namespace	datomic	24	12	0	12	2	datomic/Database,datomic/Datom
datomic.pull	primary-namespace	datomic.db	20	6	4	10	2	datomic/db/Attribute,datomic/db/IDb
datomic.pull	primary-namespace	datomic.impl.db	10	1	0	9	1	datomic/impl/db/IDatum
datomic.pull	primary-namespace	datomic.iter	9	2	0	7	1	datomic/iter/Iter
datomic.pull	primary-namespace	datomic.pull	118	59	0	59	58	datomic/pull$a_iter,datomic/pull$attr_spec__GT_attr,datomic/pull$attr_spec__GT_fn,datomic/pull$attr_spec__GT_fn$fn__18934,datomic/pull$attr_with_opts_QMARK_,datomic/pull$attr_with_opts__GT_attr_tuple,datomic/pull$attr_with_opts__GT_valfn,datomic/pull$attr_with_opts__GT_valfn$fn__18956,datomic/pull$default_spec,datomic/pull$denormalize_kw,datomic/pull$dereffed_index_pull,datomic/pull$ea__GT_v,datomic/pull$ea__GT_v$fn__18926,datomic/pull$ea__GT_v$mk_iter__18919,datomic/pull$ea__GT_v$mk_iter__18919$fn__18920,datomic/pull$ea__GT_v$mk_iter__18919$fn__18922,datomic/pull$fix_specs_for_underscore_prefix_attrs,datomic/pull$fn__18896,datomic/pull$fn__18987,datomic/pull$fn__18987$__GT_AIter__18990,datomic/pull$index_pull,datomic/pull$index_pull$fn__19038,datomic/pull$index_pull$fn__19038$fn__19039,datomic/pull$index_pull$fn__19042,datomic/pull$limit_default_from_map,datomic/pull$limit_iterable,datomic/pull$limit_iterable$reify$reify__18899,datomic/pull$limit_iterable$reify__18898,datomic/pull$loading__6434__auto____18894,datomic/pull$next_a,datomic/pull$next_a$fn__18983,datomic/pull$nilify_empty,datomic/pull$normalize_attr,datomic/pull$normalize_pattern,datomic/pull$normalize_pattern$direction__18968,datomic/pull$normalize_pattern$fn__18970,datomic/pull$normalize_pattern$fn__18970$fn__18971,datomic/pull$normalize_recur_limit,datomic/pull$parse_index_pull_arg_map,datomic/pull$pull,datomic/pull$pull$f__19059,datomic/pull$pull_1,datomic/pull$pull_1$f__19054,datomic/pull$pull_STAR_,datomic/pull$pull_STAR_$fn__19020,datomic/pull$pull_STAR_$fn__19026,datomic/pull$pull_STAR_$fn__19031,datomic/pull$pull_STAR_$mk_xf__19010,datomic/pull$pull_STAR_$mk_xf__19010$fn__19014,datomic/pull$ra__GT_e,datomic/pull$ra__GT_e$fn__18913,datomic/pull$ra__GT_e$mk_iter__18906,datomic/pull$ra__GT_e$mk_iter__18906$fn__18907,datomic/pull$ra__GT_e$mk_iter__18906$fn__18909,datomic/pull$resolve_attr,datomic/pull$try_xform,datomic/pull$try_xform$fn__18947,datomic/pull/AIter
datomic.qtune	companion-jar	clojure-1.11.4.jar	1575	560	5	1010	26	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.qtune	jdk	java.lang	1374	23	28	1323	13	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Double,java/lang/Exception,java/lang/IllegalArgumentException,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/System,java/lang/Throwable
datomic.qtune	jdk	java.util	37	8	0	29	5	java/util/Arrays,java/util/List,java/util/Map,java/util/concurrent/Callable,java/util/concurrent/TimeoutException
datomic.qtune	primary-namespace	datomic.qtune	36	18	0	18	18	datomic/qtune$aug,datomic/qtune$cbinds,datomic/qtune$cvars,datomic/qtune$fn__23417,datomic/qtune$loading__6434__auto____23415,datomic/qtune$mapq__GT_listq,datomic/qtune$min_ret,datomic/qtune$min_ret$fn__23441,datomic/qtune$min_ret$fn__23445,datomic/qtune$partial_queries,datomic/qtune$partial_queries$fn__23433,datomic/qtune$partial_query,datomic/qtune$partial_query$fn__23429,datomic/qtune$partial_query$fxp_QMARK___23427,datomic/qtune$qtune,datomic/qtune$qtune$fn__23473,datomic/qtune$qtune$pred_QMARK___23459,datomic/qtune$qtune$sv_QMARK___23462
