caller_namespace	target_kind	target	references	call_owner_references	field_owner_references	type_references	distinct_owners	owners
datomic.config-ext	jdk	java.lang	607	260	0	347	6	java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Object,java/lang/String
datomic.config-ext	jdk	java.util	2	0	0	2	1	java/util/concurrent/Callable
datomic.config-ext	primary-namespace	datomic.config-ext	4	2	0	2	2	datomic/config_ext$fn__9445,datomic/config_ext$loading__6434__auto____9443
datomic.connector	companion-jar	artemis-core-client-2.31.2.jar	4	1	0	3	2	org/apache/activemq/artemis/api/core/Message,org/apache/activemq/artemis/api/core/client/ClientProducer
datomic.connector	companion-jar	clojure-1.11.4.jar	5786	2072	29	3685	32	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Delay,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/IRef,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MethodImplCache,clojure/lang/MultiFn,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.connector	companion-jar	slf4j-api-1.7.32.jar	90	45	0	45	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.connector	jdk	java.lang	5431	40	51	5340	13	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/InterruptedException,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/System,java/lang/Throwable,java/lang/ref/Reference,java/lang/ref/WeakReference
datomic.connector	jdk	java.util	221	73	0	148	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.connector	primary-namespace	datomic.artemis-client	2	0	1	1	1	datomic/artemis_client/SessionFactoryBundle
datomic.connector	primary-namespace	datomic.common	27	8	0	19	1	datomic/common/AsyncShutdown
datomic.connector	primary-namespace	datomic.connector	206	99	0	107	84	datomic/connector$admin_request,datomic/connector$create_hornet_factory,datomic/connector$create_hornet_notifier,datomic/connector$create_hornet_notifier$fn__21191,datomic/connector$create_hornet_notifier$fn__21191$fn__21192,datomic/connector$create_hornet_notifier$fn__21191$fn__21192$fn__21196,datomic/connector$create_hornet_notifier$fn__21191$fn__21192$fn__21196$fn__21197,datomic/connector$create_hornet_notifier$fn__21214,datomic/connector$create_hornet_notifier$fn__21214$fn__21218,datomic/connector$create_transactor_hornet_connector,datomic/connector$endpoint_error,datomic/connector$fn__20972,datomic/connector$fn__20976,datomic/connector$fn__20979,datomic/connector$fn__20979$G__20974__20984,datomic/connector$fn__20979$G__20975__20981,datomic/connector$fn__21000,datomic/connector$fn__21003,datomic/connector$fn__21003$G__20990__21010,datomic/connector$fn__21003$G__20991__21006,datomic/connector$fn__21016,datomic/connector$fn__21016$G__20994__21025,datomic/connector$fn__21016$G__20995__21020,datomic/connector$fn__21031,datomic/connector$fn__21031$G__20998__21036,datomic/connector$fn__21031$G__20999__21033,datomic/connector$fn__21042,datomic/connector$fn__21042$G__20996__21049,datomic/connector$fn__21042$G__20997__21045,datomic/connector$fn__21055,datomic/connector$fn__21055$G__20992__21062,datomic/connector$fn__21055$G__20993__21058,datomic/connector$fn__21076,datomic/connector$fn__21079,datomic/connector$fn__21079$G__21074__21090,datomic/connector$fn__21079$G__21075__21084,datomic/connector$fn__21096,datomic/connector$fn__21096$G__21072__21105,datomic/connector$fn__21096$G__21073__21100,datomic/connector$fn__21111,datomic/connector$fn__21111$G__21068__21116,datomic/connector$fn__21111$G__21069__21113,datomic/connector$fn__21122,datomic/connector$fn__21122$G__21070__21133,datomic/connector$fn__21122$G__21071__21127,datomic/connector$fn__21170,datomic/connector$fn__21170$__GT_HornetNotifier__21174,datomic/connector$fn__21177,datomic/connector$fn__21177$fn__21178,datomic/connector$fn__21183,datomic/connector$fn__21185,datomic/connector$fn__21187,datomic/connector$fn__21189,datomic/connector$fn__21226,datomic/connector$fn__21226$__GT_TransactorHornetConnector__21280,datomic/connector$host_order,datomic/connector$loading__6434__auto____20766,datomic/connector$stop_all_connectors,datomic/connector$try_hornet_connect,datomic/connector$try_hornet_connect$fn__21152,datomic/connector/HornetNotifier,datomic/connector/HornetNotifier$fn__21171,datomic/connector/NotificationHandler,datomic/connector/Startable,datomic/connector/TransactorConnector,datomic/connector/TransactorHornetConnector,datomic/connector/TransactorHornetConnector$fn__21227,datomic/connector/TransactorHornetConnector$fn__21230,datomic/connector/TransactorHornetConnector$fn__21230$fn__21231,datomic/connector/TransactorHornetConnector$fn__21234,datomic/connector/TransactorHornetConnector$fn__21234$fn__21235,datomic/connector/TransactorHornetConnector$fn__21238,datomic/connector/TransactorHornetConnector$fn__21238$fn__21239,datomic/connector/TransactorHornetConnector$fn__21242,datomic/connector/TransactorHornetConnector$fn__21244,datomic/connector/TransactorHornetConnector$fn__21246,datomic/connector/TransactorHornetConnector$fn__21249,datomic/connector/TransactorHornetConnector$fn__21249$fn__21253,datomic/connector/TransactorHornetConnector$fn__21249$fn__21253$fn__21254,datomic/connector/TransactorHornetConnector$fn__21249$fn__21253$fn__21254$fn__21255,datomic/connector/TransactorHornetConnector$fn__21249$fn__21253$fn__21254$fn__21257,datomic/connector/TransactorHornetConnector$fn__21266,datomic/connector/TransactorHornetConnector$fn__21266$fn__21270,datomic/connector/TransactorHornetConnector$reify__21277
datomic.connector	primary-namespace	datomic.queue	9	3	0	6	1	datomic/queue/BlockingConsumer
datomic.coordination	companion-jar	clojure-1.11.4.jar	2258	732	2	1524	27	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentSet,clojure/lang/IPersistentVector,clojure/lang/IRef,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MultiFn,clojure/lang/Numbers,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.coordination	companion-jar	slf4j-api-1.7.32.jar	12	6	0	6	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.coordination	jdk	array	1	0	0	1	1	[B
datomic.coordination	jdk	java.lang	1633	44	18	1571	11	java/lang/AssertionError,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/System,java/lang/Throwable
datomic.coordination	jdk	java.security	4	2	0	2	1	java/security/MessageDigest
datomic.coordination	jdk	java.util	50	16	0	34	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.coordination	primary-namespace	datomic.cluster	3	1	0	2	1	datomic/cluster/ClusteredStore
datomic.coordination	primary-namespace	datomic.coordination	52	26	0	26	26	datomic/coordination$allowed_valcache_client_QMARK_,datomic/coordination$allowed_valcache_client_QMARK_$fn__11707,datomic/coordination$check_peer_version,datomic/coordination$cluster_conf__GT_resolved_conf,datomic/coordination$create_db_cluster,datomic/coordination$create_dev_cluster,datomic/coordination$create_heartbeat,datomic/coordination$create_system_cluster,datomic/coordination$endpoint__GT_server_spec,datomic/coordination$fn__11656,datomic/coordination$fn__11658,datomic/coordination$fn__11658$fn__11659,datomic/coordination$fn__11665,datomic/coordination$fn__11667,datomic/coordination$fn__11671,datomic/coordination$fn__11675,datomic/coordination$fn__11677,datomic/coordination$heartbeat__GT_endpoint,datomic/coordination$init_dev,datomic/coordination$loading__6434__auto____11069,datomic/coordination$lookup_compatible_transactor_endpoint,datomic/coordination$lookup_endpoint,datomic/coordination$lookup_endpoint$fn__11694,datomic/coordination$lookup_transactor_endpoint,datomic/coordination$resolve_db_name,datomic/coordination$vc_password
datomic.coordination-ext	companion-jar	clojure-1.11.4.jar	830	263	2	565	20	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MultiFn,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Var
datomic.coordination-ext	jdk	java.lang	583	4	3	576	6	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String
datomic.coordination-ext	jdk	java.util	2	0	0	2	1	java/util/concurrent/Callable
datomic.coordination-ext	primary-namespace	datomic.coordination-ext	28	14	0	14	14	datomic/coordination_ext$fn__16739,datomic/coordination_ext$fn__16741,datomic/coordination_ext$fn__16743,datomic/coordination_ext$fn__16745,datomic/coordination_ext$fn__16747,datomic/coordination_ext$fn__16750,datomic/coordination_ext$fn__16752,datomic/coordination_ext$fn__16754,datomic/coordination_ext$fn__16756,datomic/coordination_ext$fn__16758,datomic/coordination_ext$fn__16758$fn__16759,datomic/coordination_ext$fn__16763,datomic/coordination_ext$fn__16765,datomic/coordination_ext$loading__6434__auto____16671
datomic.core2.algo.hash	companion-jar	clojure-1.11.4.jar	334	125	2	207	18	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/Murmur3,clojure/lang/Namespace,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Var
datomic.core2.algo.hash	jdk	java.lang	290	7	3	280	7	java/lang/Boolean,java/lang/CharSequence,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String
datomic.core2.algo.hash	jdk	java.util	20	7	0	13	5	java/util/Arrays,java/util/List,java/util/SortedMap,java/util/TreeMap,java/util/concurrent/Callable
datomic.core2.algo.hash	primary-namespace	datomic.core2.algo.hash	14	7	0	7	7	datomic/core2/algo/hash$consistent_ring,datomic/core2/algo/hash$consistent_ring$fn__19390,datomic/core2/algo/hash$consistent_ring$fn__19401,datomic/core2/algo/hash$fn__19387,datomic/core2/algo/hash$loading__6789__auto____19385,datomic/core2/algo/hash$murmur3_with_dashnum_keys,datomic/core2/algo/hash$murmur3_with_dashnum_keys$fn__19407
datomic.core2.algo.lazy	companion-jar	clojure-1.11.4.jar	374	132	1	241	17	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/Keyword,clojure/lang/LazySeq,clojure/lang/LockingTransaction,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.core2.algo.lazy	jdk	java.lang	366	6	7	353	6	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String
datomic.core2.algo.lazy	jdk	java.util	11	3	0	8	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.core2.algo.lazy	primary-namespace	datomic.core2.algo.lazy	19	9	0	10	9	datomic/core2/algo/lazy$fn__19412,datomic/core2/algo/lazy$fred,datomic/core2/algo/lazy$fully_partition_by,datomic/core2/algo/lazy$fully_partition_by$fpb__19419,datomic/core2/algo/lazy$fully_partition_by$fpb__19419$fn__19420,datomic/core2/algo/lazy$fully_partition_by$fpb__19419$fn__19420$fn__19421,datomic/core2/algo/lazy$fully_take_while_delivering_tail,datomic/core2/algo/lazy$fully_take_while_delivering_tail$fn__19414,datomic/core2/algo/lazy$loading__6789__auto____19410
datomic.core2.algo.search	companion-jar	clojure-1.11.4.jar	250	84	3	163	18	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Var
datomic.core2.algo.search	jdk	java.lang	230	13	0	217	7	java/lang/Class,java/lang/ClassLoader,java/lang/Comparable,java/lang/Integer,java/lang/Number,java/lang/Object,java/lang/String
datomic.core2.algo.search	jdk	java.util	17	4	0	13	5	java/util/Arrays,java/util/Collections,java/util/Comparator,java/util/List,java/util/concurrent/Callable
datomic.core2.algo.search	primary-namespace	datomic.core2.algo.search	12	6	0	6	6	datomic/core2/algo/search$binary_search,datomic/core2/algo/search$fn__19431,datomic/core2/algo/search$fn_comparator,datomic/core2/algo/search$fn_comparator$reify__19433,datomic/core2/algo/search$fn_comparator$reify__19435,datomic/core2/algo/search$loading__6789__auto____19429
datomic.core2.anomalies	companion-jar	clojure-1.11.4.jar	1502	517	1	984	22	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.core2.anomalies	jdk	java.lang	1085	21	21	1043	7	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.core2.anomalies	jdk	java.util	47	15	0	32	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.core2.anomalies	primary-namespace	datomic.core2.anomalies	36	18	0	18	18	datomic/core2/anomalies$_slet_STAR_,datomic/core2/anomalies$anom,datomic/core2/anomalies$athrow,datomic/core2/anomalies$busy_QMARK_,datomic/core2/anomalies$conflict_QMARK_,datomic/core2/anomalies$fault,datomic/core2/anomalies$fault_QMARK_,datomic/core2/anomalies$fn__19441,datomic/core2/anomalies$forbidden_QMARK_,datomic/core2/anomalies$incorrect_QMARK_,datomic/core2/anomalies$loading__6789__auto____19439,datomic/core2/anomalies$not_found_QMARK_,datomic/core2/anomalies$ok_QMARK_,datomic/core2/anomalies$ok__GT_,datomic/core2/anomalies$ok__GT_$fn__19452,datomic/core2/anomalies$returning,datomic/core2/anomalies$slet,datomic/core2/anomalies$unavailable_QMARK_
datomic.core2.async	companion-jar	clojure-1.11.4.jar	1746	714	3	1029	25	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IFn$LO,clojure/lang/IFn$OLO,clojure/lang/IFn$OLOO,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.core2.async	jdk	java.lang	2195	44	15	2136	11	[Ljava/lang/Object;,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/IllegalArgumentException,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable
datomic.core2.async	jdk	java.util	33	11	0	22	4	java/util/Arrays,java/util/List,java/util/concurrent/Callable,java/util/concurrent/atomic/AtomicReferenceArray
datomic.core2.async	primary-namespace	datomic.core2.async	50	25	0	25	25	datomic/core2/async$_LT__BANG__BANG_x,datomic/core2/async$_LT__BANG_x,datomic/core2/async$aderef,datomic/core2/async$aderef_n,datomic/core2/async$channel_closed_error,datomic/core2/async$fn__19468,datomic/core2/async$loading__6789__auto____19466,datomic/core2/async$put_all_BANG_,datomic/core2/async$put_all_BANG_$fn__19616,datomic/core2/async$put_all_BANG_$fn__19616$G__19583__19617,datomic/core2/async$put_all_BANG_$fn__19616$G__19584__19619,datomic/core2/async$put_all_BANG_$fn__19616$G__19585__19621,datomic/core2/async$put_all_BANG_$fn__19616$state_machine__9975__auto____19623,datomic/core2/async$put_all_BANG_$fn__19616$state_machine__9975__auto____19623$fn__19625,datomic/core2/async$retry,datomic/core2/async$retry$fn__19535,datomic/core2/async$retry$fn__19535$G__19480__19536,datomic/core2/async$retry$fn__19535$G__19481__19538,datomic/core2/async$retry$fn__19535$G__19482__19540,datomic/core2/async$retry$fn__19535$G__19483__19542,datomic/core2/async$retry$fn__19535$G__19484__19544,datomic/core2/async$retry$fn__19535$G__19485__19546,datomic/core2/async$retry$fn__19535$G__19486__19548,datomic/core2/async$retry$fn__19535$state_machine__9975__auto____19550,datomic/core2/async$retry$fn__19535$state_machine__9975__auto____19550$fn__19552
datomic.core2.atom	companion-jar	clojure-1.11.4.jar	498	174	1	323	21	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/AReference,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.core2.atom	jdk	java.lang	428	7	2	419	6	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String
